Order Date,Product Name,Products,Category,Product_Category,Region,Quantity,Sales,Profit
08/12/2023,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,North,5,$655 ,$167 
1/17/2022,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,West,2,"$2,238 ",$295 
04/12/2023,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,South,8,"$3,312 ",$811 
7/26/2023,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,East,9,"$9,387 ","$1,272 "
01/01/2024,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,West,6,"$5,790 ","$1,285 "
12/06/2023,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,South,6,"$2,700 ",$528 
12/05/2023,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,East,8,"$2,072 ",$555 
10/27/2024,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,North,3,"$2,991 ",$717 
08/04/2024,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,East,6,"$5,568 ",$959 
02/01/2023,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,North,7,"$5,509 ","$1,649 "
06/02/2024,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,West,7,"$5,922 ","$1,323 "
4/28/2024,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,South,4,"$4,380 ",$363 
3/25/2022,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,South,5,"$1,760 ",$273 
10/05/2024,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,North,9,"$5,571 ","$1,524 "
12/19/2024,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,South,2,"$1,082 ",$182 
7/18/2022,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,East,1,$569 ,$138 
06/11/2023,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,North,8,"$3,416 ",$697 
10/13/2024,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,West,1,$570 ,$57 
08/07/2023,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,East,6,"$3,300 ",$387 
12/04/2022,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,South,8,"$2,584 ",$569 
2/18/2024,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,South,9,"$7,650 ","$2,204 "
12/05/2024,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,West,8,"$3,600 ",$273 
12/15/2023,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,West,6,$846 ,$191 
08/12/2023,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,West,1,$51 ,$9 
5/20/2024,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,South,6,"$7,056 ",$587 
06/05/2024,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,West,2,$384 ,$38 
01/09/2022,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,South,8,"$2,928 ",$664 
12/17/2023,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,West,7,"$1,904 ",$353 
09/08/2022,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,East,2,"$2,314 ",$312 
1/22/2022,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,South,4,"$1,028 ",$192 
09/04/2024,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,South,9,"$8,307 ","$1,326 "
1/20/2024,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,West,9,"$1,539 ",$204 
11/03/2022,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,West,7,"$2,506 ",$538 
07/03/2023,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,West,6,"$5,778 ","$1,233 "
1/25/2024,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,East,9,"$10,188 ","$2,166 "
05/11/2024,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,North,1,$952 ,$158 
01/02/2024,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,West,8,"$3,624 ",$751 
2/24/2023,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,South,8,"$7,968 ","$1,551 "
7/20/2024,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,South,2,"$1,254 ",$250 
6/14/2023,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,West,3,$705 ,$196 
04/10/2022,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,West,1,$916 ,$224 
10/01/2024,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,North,2,$848 ,$130 
05/10/2022,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,East,8,"$2,240 ",$313 
1/28/2022,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,South,1,$940 ,$120 
04/05/2023,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,West,5,"$1,550 ",$204 
9/22/2023,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,South,7,"$2,352 ",$256 
8/29/2024,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,North,9,"$1,638 ",$184 
11/18/2023,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,North,6,"$7,164 ","$1,443 "
09/12/2023,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,East,1,$205 ,$55 
5/26/2023,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,North,2,$766 ,$49 
4/30/2023,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,North,1,$168 ,$18 
11/01/2024,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,South,1,"$1,058 ",$208 
05/06/2022,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,South,5,"$1,455 ",$424 
05/10/2023,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,East,2,"$2,224 ",$364 
11/04/2022,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,West,7,"$1,400 ",$80 
05/09/2022,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,East,7,"$7,567 ","$2,213 "
11/07/2022,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,East,6,"$3,396 ",$988 
08/11/2023,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,East,2,$704 ,$136 
10/21/2024,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,East,9,"$7,767 ","$2,172 "
10/06/2024,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,West,5,"$2,050 ",$157 
08/08/2023,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,North,9,"$10,458 ","$2,799 "
1/19/2022,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,South,4,"$4,700 ",$619 
4/30/2024,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,North,2,$892 ,$223 
12/26/2023,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,East,8,"$6,968 ","$1,479 "
04/07/2024,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,North,7,"$1,344 ",$301 
10/18/2022,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,West,1,$354 ,$66 
4/21/2024,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,South,3,"$3,051 ",$662 
3/26/2024,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,South,3,$402 ,$107 
10/31/2022,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,North,5,"$3,570 ",$518 
03/03/2023,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,North,7,"$3,829 ",$876 
02/03/2023,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,North,7,"$4,676 ",$243 
4/15/2023,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,East,3,"$1,119 ",$317 
05/09/2023,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,East,4,"$4,228 ",$764 
01/02/2022,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,North,8,"$1,240 ",$251 
11/28/2024,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,North,9,"$3,591 ",$342 
02/05/2022,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,West,8,"$3,952 ",$451 
06/05/2024,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,South,6,"$3,648 ","$1,050 "
11/15/2024,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,North,5,"$3,875 ",$769 
11/13/2023,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,West,8,"$3,416 ",$479 
2/19/2022,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,West,1,$908 ,$223 
05/06/2024,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,South,4,"$4,532 ",$987 
08/04/2023,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,East,4,"$4,168 ",$650 
9/23/2023,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,North,3,"$3,543 ",$941 
9/14/2024,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,East,6,"$5,124 ","$1,079 "
3/17/2023,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,South,9,"$5,751 ","$1,196 "
9/29/2023,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,East,2,$624 ,$140 
12/01/2023,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,South,1,$508 ,$151 
9/13/2023,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,South,4,"$4,700 ",$915 
3/14/2022,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,West,8,"$3,216 ",$640 
7/15/2023,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,West,6,"$2,844 ",$581 
5/29/2022,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,West,5,"$2,385 ",$259 
1/16/2023,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,South,8,$928 ,$170 
09/06/2023,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,North,6,"$4,656 ",$673 
3/29/2023,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,North,2,$330 ,$21 
11/01/2023,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,North,7,"$1,799 ",$274 
8/25/2022,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,East,1,"$1,029 ",$174 
12/30/2022,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,North,8,"$5,432 ","$1,619 "
09/04/2024,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,West,5,"$5,785 ","$1,191 "
01/08/2024,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,North,1,"$1,062 ",$272 
12/27/2022,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,North,1,$163 ,$22 
4/14/2024,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,West,9,"$9,162 ","$1,626 "
02/10/2023,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,East,4,"$1,440 ",$130 
7/15/2023,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,South,5,"$1,465 ",$150 
10/27/2024,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,West,2,$366 ,$31 
7/19/2024,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,South,5,"$3,135 ",$277 
03/03/2024,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,North,2,$630 ,$161 
04/12/2024,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,South,1,$213 ,$43 
6/20/2024,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,North,4,"$3,792 ","$1,093 "
6/21/2023,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,East,2,"$1,932 ",$109 
1/25/2023,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,West,4,"$4,152 ",$317 
2/17/2024,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,North,7,"$3,612 ",$530 
09/09/2024,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,East,2,"$2,258 ",$281 
07/09/2022,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,South,3,$594 ,$48 
09/01/2023,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,West,7,"$8,071 ","$1,799 "
3/30/2024,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,North,7,"$5,838 ",$631 
12/22/2024,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,North,4,$692 ,$181 
09/08/2024,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,South,3,"$1,704 ",$309 
1/21/2023,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,South,5,"$3,235 ",$941 
10/12/2023,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,East,6,"$4,746 ",$546 
08/01/2022,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,South,8,"$7,600 ",$789 
11/03/2023,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,West,5,"$1,935 ",$128 
12/04/2023,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,North,3,"$1,638 ",$306 
6/30/2023,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,West,7,"$4,746 ",$817 
02/01/2023,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,North,8,"$4,824 ","$1,188 "
05/09/2022,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,South,1,"$1,193 ",$154 
12/16/2023,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,East,2,$562 ,$93 
3/20/2022,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,North,8,"$6,200 ","$1,297 "
7/28/2024,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,North,8,"$4,128 ",$315 
3/28/2022,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,East,5,"$5,405 ",$327 
11/06/2024,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,North,3,"$1,371 ",$105 
01/01/2023,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,West,5,"$1,405 ",$194 
3/18/2023,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,North,3,"$1,644 ",$158 
9/18/2024,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,West,6,"$3,414 ",$397 
8/19/2024,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,East,8,"$3,272 ",$675 
6/18/2022,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,North,3,"$2,655 ",$647 
5/29/2022,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,West,7,"$1,673 ",$458 
06/09/2022,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,East,2,$846 ,$145 
05/03/2023,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,East,1,$985 ,$197 
11/17/2023,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,North,9,"$7,551 ",$894 
02/08/2022,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,North,5,$855 ,$217 
10/23/2023,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,South,2,$396 ,$95 
8/24/2022,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,West,8,"$2,296 ",$560 
05/09/2024,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,North,6,"$1,704 ",$200 
03/12/2023,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,East,2,"$1,180 ",$261 
10/05/2022,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,East,3,$411 ,$56 
1/19/2022,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,East,1,$745 ,$151 
05/09/2022,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,West,9,"$10,656 ",$961 
5/23/2024,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,South,3,"$1,494 ",$179 
07/11/2024,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,South,5,"$1,755 ",$358 
8/22/2022,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,South,9,"$4,941 ",$895 
11/03/2024,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,North,6,"$6,510 ","$1,539 "
10/11/2024,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,South,5,"$5,465 ",$720 
11/09/2024,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,South,3,"$3,522 ",$286 
04/01/2024,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,West,6,"$1,656 ",$140 
07/07/2022,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,North,5,"$1,255 ",$257 
06/10/2023,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,East,1,"$1,192 ",$320 
5/15/2023,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,West,5,"$1,925 ",$205 
06/08/2022,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,West,8,"$1,688 ",$337 
6/26/2023,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,South,1,$260 ,$17 
1/19/2022,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,West,5,"$4,880 ","$1,251 "
04/10/2024,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,West,7,"$1,134 ",$180 
06/10/2022,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,North,9,"$9,621 ","$1,201 "
02/03/2023,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,South,4,"$2,836 ",$699 
5/15/2023,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,North,9,"$5,859 ","$1,154 "
09/11/2022,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,South,2,"$2,044 ",$460 
07/01/2023,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,South,1,$612 ,$175 
2/18/2022,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,North,3,"$1,890 ",$492 
9/30/2023,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,East,5,"$2,025 ",$169 
09/04/2023,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,South,2,"$1,960 ",$312 
07/07/2022,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,North,6,"$4,410 ",$893 
7/14/2024,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,West,8,"$8,272 ","$2,392 "
9/27/2022,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,West,6,"$5,712 ",$638 
4/20/2024,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,North,6,"$1,524 ",$178 
5/24/2024,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,North,8,"$5,160 ","$1,057 "
12/29/2024,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,East,4,"$2,956 ",$452 
05/07/2023,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,West,8,"$7,944 ","$2,258 "
09/10/2024,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,North,5,"$1,815 ",$535 
3/21/2023,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,North,3,"$2,706 ",$547 
05/05/2023,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,North,2,"$1,356 ",$144 
7/27/2023,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,South,6,"$6,384 ","$1,189 "
6/13/2023,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,South,9,"$4,248 ",$964 
05/02/2024,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,North,6,"$3,954 ",$677 
4/21/2024,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,South,6,"$7,110 ",$740 
7/25/2023,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,South,7,"$8,113 ",$995 
1/26/2023,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,North,3,"$1,830 ",$184 
01/11/2023,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,West,4,"$3,732 ",$671 
9/27/2024,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,West,6,"$4,062 ","$1,087 "
12/03/2024,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,North,1,$496 ,$93 
8/24/2023,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,East,4,"$1,104 ",$84 
5/19/2023,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,West,3,"$2,274 ",$662 
6/13/2022,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,North,8,"$4,456 ","$1,106 "
8/26/2022,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,West,8,"$4,928 ","$1,038 "
1/22/2023,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,North,4,"$1,740 ",$225 
08/08/2022,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,North,2,$178 ,$31 
11/19/2023,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,East,8,"$5,296 ","$1,235 "
6/28/2023,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,North,4,"$4,156 ",$847 
10/09/2024,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,North,1,$624 ,$107 
09/04/2022,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,West,4,"$3,892 ","$1,053 "
7/18/2024,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,South,9,"$1,620 ",$295 
9/22/2022,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,West,3,"$2,250 ",$302 
